,Unnamed: 0,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구,cluster
159,159,2130051,1499,1133,366,182,256,256,237,202,219,147,366.0,,,36.0,366,731,1079,311,18.0,37.0,146.0,311.0,530.0,347.0,67427626,49404864,18022762,9784046,8156420,9582879,11539690,10341829,9674319,8348443,16605448.0,,,1078989.0,14639494,35103695,46689105,15233853,475486.0,2432296.0,5650973.0,13953697.0,24926459.0,14484047.0,5.0,648335,303692,344644,62763,95821,100114,107130,126313,156195,141234,126400,89097,93137,122094,76373,93042,94614,95793,93997,94742,89880,86267,391.0,16.0,,,,,,,,,,149547,1882877,974962,1135499,1927701,771191,4
160,160,2130042,7718,5471,2247,954,1124,996,1018,1379,1547,700,1548.0,,,105.0,2353,3712,4899,1993,,891.0,1527.0,1507.0,1972.0,997.0,363743540,259751682,103991858,47140827,50703426,53184521,49134186,59588722,71782141,32209717,75069063.0,,,5640783.0,102443824,180589870,236825930,75896094,,39197079.0,70488578.0,63988955.0,94112007.0,44935409.0,4.0,355029,169641,185387,45659,53754,60524,52205,53053,89832,72946,70697,47392,50508,69614,43872,50338,50100,49936,50089,50982,52108,51478,158.0,10.0,,1.0,,,,,,,,82304,1188071,615328,720319,1175784,441776,4
161,161,2130036,4687,3859,828,575,879,721,803,881,763,65,407.0,,209.0,483.0,1677,1911,3569,897,,184.0,512.0,771.0,1500.0,1499.0,219410340,172010469,47399871,26518847,34138262,32265973,40403432,38683955,43548461,3851410,28254988.0,,8851571.0,19911974.0,74971848,87419959,167720244,37287968,,5848857.0,23695300.0,33656430.0,75223527.0,66584098.0,10.0,953240,565278,387963,46853,164255,176750,184983,176733,203666,123133,224815,188634,183881,159499,73278,152544,160221,154812,154151,155417,99366,76729,3089.0,18.0,,2.0,,,1.0,,,,,65935,1343976,739137,798167,1288723,319799,4
162,162,2130035,4001,3701,300,717,930,679,666,709,150,150,67.0,81.0,605.0,124.0,1417,1557,3109,473,,238.0,417.0,897.0,1084.0,944.0,143810697,129528323,14282374,23739200,30711595,22368835,25518054,27190639,7141187,7141187,3632908.0,1215719.0,7835767.0,3207639.0,58742317,62035160,106981942,17063666,,9824857.0,15318566.0,33784387.0,42196903.0,22920892.0,6.0,586388,360870,225518,20475,67663,99532,113536,122152,163032,59605,133281,131982,130816,96408,34296,94543,100638,97389,96491,97559,60983,38785,1190.0,19.0,,3.0,,,1.0,,,,,107841,2604713,1972879,2092867,2728197,651577,5
163,163,2130032,21386,17810,3576,2704,3317,3576,4080,4133,2770,806,1463.0,,3222.0,700.0,7135,8866,15173,4926,68.0,3816.0,4679.0,3995.0,4467.0,3080.0,928397524,742693033,185704491,116269342,127826751,149284953,165232820,184079167,140536610,45167881,81039164.0,,42334109.0,22602218.0,342533620,439888413,638849255,226656890,2752480.0,227047479.0,224922511.0,161736541.0,164388672.0,84658461.0,8.0,73506,42637,30869,5064,11356,12045,15457,14627,14954,12408,16345,13385,13253,11859,6256,11471,12105,11694,11704,11890,7948,6694,167.0,1.0,,,,,,,,,,167786,4834636,2246776,2510503,4856487,1472073,5
164,164,2130031,105913,68201,37712,12275,12825,12895,12942,17264,21841,15871,7676.0,,1221.0,7933.0,37698,51385,59671,43018,265.0,43132.0,29094.0,11795.0,11185.0,7218.0,4813274787,3112154547,1701120240,621589192,562207160,581043203,576713286,770601706,996961119,704159121,330678695.0,,29477596.0,371112063.0,1643984143,2438022290,2790143985,1831424442,13280520.0,1976690080.0,1313554818.0,608031600.0,448644599.0,261366813.0,12.0,237352,132994,104357,5870,54153,58418,48519,35638,34752,14213,49350,46915,46889,56597,23387,36358,39561,38801,38513,41075,25490,17553,921.0,3.0,,,,,,,,,,289743,4654706,3133096,3491825,5619498,1959992,3
165,165,2130020,2361,1875,486,150,262,449,413,601,374,112,712.0,,,,750,899,2174,187,,449.0,337.0,225.0,1164.0,186.0,75330486,58053195,17277291,6820969,6296279,11355789,14016717,19563441,12330214,4947077,21174988.0,,,,15365919,38789579,65886067,9444419,,20387952.0,11992913.0,8095216.0,28932904.0,5921501.0,2.0,241843,124989,116853,14013,45094,40148,37391,42266,62931,50602,49838,38714,39023,38456,25209,33647,34253,34087,34093,34617,35152,35997,407.0,6.0,1.0,,,,,,,,,304310,1582595,1409785,1529081,1534880,600093,4
166,166,2130018,1602,1336,266,303,215,246,234,338,172,94,59.0,,95.0,173.0,547,728,962,582,,237.0,403.0,365.0,357.0,182.0,78745042,65967710,12777332,18747265,12093170,11417527,9675063,14034685,8452322,4325010,2150879.0,,5260643.0,9513257.0,25446379,36373884,49229174,27609144,,10480257.0,24035999.0,17126536.0,17760891.0,7434633.0,3.0,258014,129123,128891,12232,36166,41346,44996,50358,72918,47301,53318,43484,43303,45224,25385,37501,38433,38101,38201,38098,34493,33188,215.0,13.0,,,,,,,,,,335436,2787012,2467062,2671180,2738329,979211,5
167,167,2130015,1156,738,418,138,110,107,202,181,251,167,123.0,,,33.0,559,441,913,243,,28.0,14.0,171.0,601.0,342.0,51274137,33136649,18137488,5415800,5094384,5865228,8070248,8690989,9977182,8160306,5575436.0,,,1742347.0,24691181,19265173,40403794,10870343,,1723524.0,560376.0,8077536.0,26574883.0,14337818.0,8.0,538074,252614,285459,32710,78194,63709,65115,123028,175317,117092,112328,70935,73069,99167,65483,77189,77535,77007,78189,77939,76918,73297,22.0,10.0,1.0,1.0,,,,,,,,308212,2788298,2431518,2621104,2667265,927363,5
168,168,2130010,4371,3550,821,551,834,774,606,785,745,76,80.0,,9.0,199.0,1963,2120,3203,772,,171.0,474.0,517.0,1348.0,1463.0,207312129,165840578,41471551,26284753,34825370,36254113,29250125,39226217,36672489,4799062,3664445.0,,436278.0,7900432.0,84465984,110844990,146931915,38982490,,7200357.0,26339668.0,26790909.0,64308947.0,61274524.0,9.0,354691,186229,168462,9708,43954,55027,62884,76562,106555,27063,71885,84872,84072,64436,22362,54345,57434,56255,56569,58027,44411,27652,200.0,11.0,,,,,,,,,,281558,3125539,2760885,2996994,3285200,973759,5
169,169,2130002,23529,16119,7410,2813,2850,3405,3334,3717,4727,2683,2124.0,,149.0,1905.0,7348,12003,11398,10485,253.0,7090.0,6761.0,3586.0,2873.0,1317.0,1251081527,883443774,367637753,157206041,149519855,192276227,187371899,197069752,244795693,122842060,113270609.0,,8801383.0,113546717.0,390020426,625442392,587948540,525977321,13658783.0,337253638.0,356914759.0,194824754.0,147827573.0,63446357.0,18.0,391955,185451,206505,41766,68921,74596,68247,61778,76648,37196,76149,76334,78772,87879,35625,54326,55744,58537,58699,60317,56413,47919,564.0,20.0,,,,,,,,,,35527,653937,423979,526304,650602,221529,4
170,170,2130001,1041,692,349,153,183,125,106,125,200,149,38.0,,20.0,139.0,355,489,542,431,,100.0,235.0,134.0,344.0,158.0,38615616,26173660,12441956,5633642,7004894,4559654,3356212,5619258,7882302,4559654,1256182.0,,450691.0,5739123.0,10859744,20309876,16546125,16100229,,3015796.0,6630916.0,5187745.0,13372108.0,4439789.0,3.0,273114,111752,161363,41951,44579,44897,45681,40047,55961,40482,49787,47802,46830,57626,30587,38816,39406,39539,40109,40079,39607,35558,59.0,2.0,,1.0,,,,,,,,22284,555575,362816,450708,533034,178100,4
171,171,2120249,5231,3316,1915,552,612,770,602,780,1017,898,987.0,,,177.0,1511,2556,3396,1481,50.0,750.0,1105.0,1105.0,1155.0,711.0,219951232,146288691,73662541,19869046,24853581,34950965,31338412,35276687,39762770,33899771,46647349.0,,,6479896.0,56715122,110108865,132953827,66713802,1332500.0,29778894.0,42309322.0,48532588.0,51626949.0,26087376.0,2.0,494619,243310,251310,151807,51767,51337,75067,66876,97766,63586,86081,79598,91717,123251,50386,70861,71559,71493,71399,72599,73412,63296,1359.0,60.0,1.0,5.0,,,,,,,,49493,761500,425874,545471,702959,267737,4
172,172,2120248,23463,16281,7182,2587,3765,3293,3099,3537,3541,3641,5082.0,,201.0,939.0,6178,11063,15283,7728,406.0,6604.0,4903.0,4128.0,5282.0,1683.0,1024085675,732493364,291592311,99624984,205915192,141003567,128862773,157086848,153627402,137964909,249042352.0,,23476298.0,74574046.0,229989034,447003945,711095273,265046090,11532172.0,232286897.0,190470819.0,165765525.0,309854025.0,66231925.0,15.0,1475263,645604,829659,288197,147294,205435,259417,218099,356820,375957,290310,176898,177627,258805,195668,211147,211445,211096,208683,210436,210473,211985,860.0,90.0,3.0,3.0,,,,,,,,67397,871765,426748,509632,764659,287853,1
173,173,2120247,5485,3731,1754,467,620,752,816,1076,1008,746,1582.0,,,12.0,938,2953,3485,1723,63.0,1604.0,1366.0,925.0,849.0,402.0,236260322,157058316,79202006,24367981,23696639,30664732,32970751,45358213,40913749,38288257,81635119.0,,,72458.0,34696701,119856044,154030507,63440889,3050741.0,64269009.0,50282250.0,36497917.0,48605017.0,14766462.0,8.0,580451,261183,319268,76738,79748,86934,85152,91830,160048,116865,109907,74241,80708,120701,78031,82726,82122,82627,81855,82550,85661,82913,565.0,48.0,1.0,5.0,,,,,,,,17612,107867,66560,79822,111878,53404,4
174,174,2120246,64695,44557,20138,7806,8669,9244,7931,10907,12387,7751,14982.0,43.0,2615.0,1487.0,13258,32310,40885,20403,117.0,13658.0,17780.0,14062.0,10088.0,5579.0,3007854394,2069124426,938729968,339886358,410416537,423591670,403012039,492217822,596636116,342093852,786679427.0,582204.0,48548247.0,30475566.0,594083137,1547485813,1929644924,862962796,4671699.0,581237102.0,798257675.0,699209259.0,503441952.0,205790036.0,55.0,2818714,1319262,1499452,255444,437113,510871,475074,453649,686563,667242,561282,363856,364132,495677,366525,401226,407182,405414,404976,408809,403187,387922,3399.0,129.0,1.0,8.0,,,,,,,,83759,785642,424762,490918,741576,283836,3
175,175,2120245,25747,18548,7199,3643,3342,3394,3891,4278,4013,3186,4232.0,,897.0,244.0,6835,13539,16823,7849,443.0,6354.0,5669.0,4627.0,5186.0,2399.0,1079681837,751505881,328175956,135860050,137729779,142801879,156836494,178277679,184712720,143463236,202298554.0,,12046934.0,7053731.0,246656279,611626339,716666298,296731607,15134432.0,256811377.0,242326102.0,192294442.0,203372896.0,103458655.0,31.0,1083917,547452,536463,192014,138341,149947,181327,173970,248318,202327,207055,155685,169729,225754,123368,153019,154324,155129,154382,156717,154571,155774,1884.0,80.0,2.0,5.0,1.0,,,,,,,36193,666709,323350,404926,633372,209431,1
176,176,2120244,15754,11433,4321,2076,2241,2395,2339,2382,2408,1913,1570.0,123.0,1046.0,736.0,5811,6468,10088,5476,62.0,1893.0,3725.0,3619.0,3953.0,2312.0,538331758,380470826,157860932,67016567,69120257,87310113,74974114,82049775,87583567,70277365,69548993.0,1901487.0,18217674.0,30125369.0,167566430,250971805,338921395,168711734,2483734.0,59549367.0,123442986.0,134680592.0,126765168.0,60711280.0,13.0,792729,373238,419491,108259,100698,141952,129582,126918,185319,187845,153987,96163,100298,149812,104622,112583,111986,111889,111619,112722,116970,114959,916.0,58.0,1.0,4.0,,,,,,,,95690,1432157,525424,600099,1093926,379731,1
177,177,2120243,50949,34895,16054,5888,6807,7414,6995,7791,9846,6208,4588.0,718.0,8957.0,6498.0,11403,18785,27448,20700,148.0,10927.0,14657.0,10615.0,7045.0,4753.0,1945305492,1313245418,632060074,209482296,252346478,291325827,261387443,298703374,396332173,235727901,216131289.0,42458076.0,148793000.0,137627683.0,505413373,894882071,1083043944,692784971,3659316.0,383072138.0,561552032.0,377623876.0,275564601.0,174356951.0,20.0,993560,456674,536886,70380,187345,195238,156589,162644,221363,177768,180661,147404,161655,209663,116408,134223,136251,137951,136974,145832,155419,146909,1353.0,128.0,2.0,5.0,,,,,,,,105009,609325,369125,464491,709216,310838,3
178,178,2120242,20450,15386,5064,2477,2960,3115,3238,3596,3356,1708,2333.0,,,97.0,5469,12551,12271,6126,133.0,2585.0,4756.0,4916.0,4054.0,1954.0,1067349708,813543880,253805828,127946019,143292302,173993040,185418658,182893861,170573914,83231914,132045880.0,,,4089607.0,267604414,663609807,618369503,302955653,2810388.0,131725626.0,247513470.0,248004904.0,202641517.0,88629260.0,15.0,1625407,754472,870934,252219,203546,268743,293437,254819,352642,353537,335483,225139,227516,289598,194132,239776,240769,238218,238630,238706,214523,214785,4528.0,44.0,2.0,3.0,,,,,,,,59767,928855,378236,459255,772507,277274,1
179,179,2120241,11494,7596,3898,1420,1433,1363,1562,1818,2320,1578,2237.0,5.0,702.0,110.0,2874,5566,7275,4003,88.0,2670.0,2948.0,2413.0,2222.0,937.0,555199599,347462709,207736890,62559502,65533463,59783752,71083549,88502443,118003300,89733590,119860660.0,86965.0,10400428.0,3923843.0,129247797,291679906,341737706,197768895,5521911.0,138390027.0,146227318.0,117189476.0,94063559.0,38114313.0,10.0,646399,303697,342702,105874,73102,90559,104618,109850,162396,149110,128137,78652,82270,122195,86036,92078,91416,91082,90616,90721,94910,95575,1197.0,49.0,,3.0,,,,,,,,67546,903478,359386,439181,747430,275988,4
180,180,2120240,16894,11962,4932,2103,1925,2497,2548,2889,3424,1508,2410.0,,87.0,201.0,5380,8816,10614,4949,272.0,2540.0,3482.0,3584.0,3497.0,2182.0,908972199,643231779,265740420,107130236,104754847,146079415,138775818,146491463,192944495,72795925,135414817.0,,6501362.0,15499543.0,307160462,444396015,572791085,243704366,15552237.0,138616521.0,211271862.0,185190493.0,170949823.0,94914516.0,21.0,1885787,844124,1041662,357436,222748,272849,293534,297755,441465,510402,371785,199606,211160,330116,262718,273573,270577,269935,267523,272509,269522,262148,1609.0,35.0,,4.0,,,,,,,,57774,776263,367418,466243,710628,274049,1
181,181,2120239,15699,12495,3204,2387,2223,1973,3178,2734,1915,1289,2758.0,,5.0,40.0,3947,8949,10260,4344,253.0,2341.0,3987.0,3194.0,3567.0,1268.0,686231851,557107767,129124084,117243714,95154828,87729831,138881893,118097501,77455229,51668855,126291340.0,,91598.0,1750533.0,160639823,397458557,451491730,164539735,6819629.0,88965803.0,185114393.0,141076201.0,145884280.0,48171162.0,17.0,1387051,659167,727884,201336,195187,231757,211011,218587,329174,283502,304011,192992,194496,250789,161261,204386,206309,202119,203739,203132,183954,183413,4700.0,24.0,2.0,2.0,,,,,,,,47168,841795,303580,371052,645823,227022,1
182,182,2120238,5770,3983,1787,727,849,685,792,930,902,885,1450.0,,,90.0,1457,2773,3722,1478,104.0,1349.0,874.0,892.0,938.0,1043.0,285546751,200568188,84978563,39303114,40832705,37640057,38963913,43828399,41638154,43340409,79449755.0,,,2529455.0,67878057,135689484,184992954,65425560,4852669.0,57020268.0,38657476.0,42629309.0,52851828.0,54406963.0,9.0,261047,120863,140183,60622,29464,34325,38262,40012,58364,45700,46393,33280,38236,62573,34864,36019,36365,35602,36244,36440,40627,39750,412.0,46.0,1.0,3.0,,,,,,,,24648,499917,250704,306649,526036,210653,4
183,183,2120237,8364,5874,2490,1011,1043,1227,1129,1464,1483,1007,1723.0,,,15.0,1712,4914,5479,2604,67.0,2528.0,2754.0,1230.0,920.0,585.0,381454794,279697867,101756927,48240249,53696398,61125041,52397336,64238843,62791480,38965447,69762779.0,,,810008.0,82813501,228068506,248788890,105507406,3027228.0,104617809.0,112330902.0,65529571.0,46615025.0,22175763.0,12.0,2369969,1160188,1209782,372077,321078,444334,433858,364894,433727,590847,504757,299157,300833,385938,288438,345811,345861,345301,343520,341923,322882,324670,8608.0,57.0,2.0,3.0,,,,,,,,35665,645942,263990,295861,533241,180520,1
184,184,2120235,14385,11683,2702,2052,2411,2466,2390,2364,1834,868,1924.0,41.0,3279.0,597.0,2759,5785,7723,4303,56.0,3340.0,4539.0,2347.0,1314.0,432.0,602726302,475701434,127024868,83671741,96319246,101487431,97225671,96997345,85867829,41157039,106374849.0,326376.0,53278568.0,10146469.0,128458324,304141716,329479381,154169524,2461351.0,128833497.0,182742776.0,102089078.0,52629731.0,14892472.0,25.0,455832,234245,221588,46053,81648,109033,88395,64162,66542,83040,94829,73961,75164,83004,45835,69177,70906,69162,69068,68061,56016,53443,907.0,55.0,,5.0,,,,,,,,64659,1545232,454567,563355,1385631,364702,1
185,185,2120234,27677,19815,7862,3498,3853,3744,4136,4584,4587,3275,4091.0,517.0,1701.0,1474.0,8744,11150,17691,6766,53.0,3007.0,6603.0,5954.0,5457.0,3382.0,1516242326,1082146975,434095351,183084218,207226829,205032562,221805363,264998003,255203937,178891414,202908087.0,48482169.0,80667716.0,83693154.0,500782606,599708594,965719250,331651564,1728802.0,151584622.0,330490787.0,326183152.0,311207737.0,176175719.0,29.0,1490392,774244,716148,142861,207709,312280,286459,261716,279366,322977,299778,210492,209148,269956,178040,215873,221502,220377,220045,222160,203309,187125,10268.0,62.0,1.0,6.0,,,,,,,,128921,1314948,635731,741087,1232229,449184,1
186,186,2120233,21085,14429,6656,2721,2824,2696,2946,3242,3696,2960,6425.0,,392.0,327.0,5667,8274,11583,8100,11.0,4599.0,7220.0,3937.0,2872.0,1043.0,932755189,648305316,284449873,121456583,133466418,120453094,125184467,147744754,160294481,124155392,275770032.0,,5423268.0,7799861.0,253918444,389843584,523230261,338994774,349547.0,191049975.0,321224292.0,168003175.0,125781313.0,55816738.0,9.0,1046995,493402,553595,128903,222356,272919,153953,117892,150973,215165,217628,151625,149996,193022,119559,148890,152790,153005,153256,154522,148205,136328,10357.0,32.0,,2.0,,,,,,,,32721,285977,149815,175993,277625,120678,1
187,187,2120232,20130,10194,9936,1910,1886,1825,1944,2629,5316,4620,393.0,,2163.0,5958.0,9131,2485,7858,12225,420.0,9513.0,6803.0,1736.0,890.0,721.0,709978088,367237363,342740725,71980101,70647084,58629647,67191634,98788897,179820732,162919993,16646082.0,,51647974.0,133109920.0,400443787,108130325,294630161,411622733,16940982.0,306339511.0,268702974.0,62573545.0,30104177.0,21591705.0,4.0,529083,252282,276801,79145,89556,111825,85849,68819,93889,116788,106120,70502,69347,100064,66263,74926,75201,75402,75233,75481,76916,75922,1269.0,22.0,,1.0,,,,,,,,53318,653072,356504,393405,675425,285561,4
188,188,2120231,20396,16453,3943,2427,2894,2884,3782,4466,3091,852,1587.0,2673.0,1485.0,1160.0,4692,8799,14167,3695,53.0,1710.0,3115.0,5980.0,3788.0,3216.0,858000000,672819264,185180736,107964490,129263406,121323188,148895704,165372476,139797107,45383629,86253839.0,96367363.0,50733661.0,44232347.0,171796919,408615871,595982166,123956947,1693381.0,58076971.0,145264592.0,251870658.0,157151802.0,105881708.0,8.0,56455,28036,28420,7538,5583,10566,10195,9617,12957,14430,12147,6766,6684,9239,7190,8189,8190,8173,8188,8217,7986,7513,5698.0,25.0,1.0,4.0,,,1.0,,,,,45337,243396,112213,132402,204959,103948,4
189,189,2120230,1672,911,761,225,14,287,210,175,472,289,144.0,56.0,56.0,28.0,549,839,1200,438,,115.0,459.0,524.0,279.0,262.0,133715578,74066173,59649405,12135507,7257409,14835251,17263024,22574982,37651025,21998380,37876762.0,1943951.0,1605872.0,986062.0,39247884,52055047,101815970,24434846,,6818160.0,29587645.0,33022354.0,22688278.0,34134379.0,5.0,611969,275248,336721,108532,88647,120500,96487,81245,116560,105397,127386,93226,93825,120384,71751,90266,92069,89742,89088,91493,82275,77038,876.0,59.0,,5.0,,,,,,,,84911,1062145,500300,617811,946820,359209,4
190,190,2120229,128113,79345,48768,13816,14091,15453,15497,20488,27957,20811,36627.0,1436.0,332.0,593.0,21937,67188,72181,53305,3014.0,65675.0,35143.0,10875.0,8108.0,2664.0,6801966126,4212259388,2589706738,698861292,762674709,827847806,846573021,1076302560,1521304601,1068402137,1975611557.0,70867749.0,14083592.0,27542255.0,1054912650,3658948323,3965664450,2561879133,141574421.0,3222283441.0,1895254022.0,649074025.0,449547218.0,169810451.0,55.0,1595708,826033,769674,101827,407274,394096,276870,210297,205343,282706,285140,221129,232345,360904,213484,224491,228951,228825,227715,235817,237680,212228,7319.0,50.0,1.0,1.0,,,,,,,,52275,348992,213942,251183,391589,202838,3
191,191,2120228,5939,3151,2788,407,647,730,667,700,1443,1345,708.0,,563.0,1712.0,1636,1320,2364,3552,65.0,2215.0,2208.0,799.0,469.0,159.0,141306706,84138175,57168531,14871354,15889986,19624998,14139558,19612279,26132626,31035905,40456122.0,,5077875.0,17836265.0,23587409,54349035,75928353,63637299,647948.0,44366637.0,50271157.0,25275525.0,12431728.0,6572658.0,13.0,1730386,783380,947006,214814,314643,376169,276531,232393,315835,372867,338541,229761,237403,333900,217912,243240,245146,244689,244363,249187,255931,247829,4494.0,81.0,,6.0,,,,,,,,115690,1381941,734641,837930,1417870,582416,1
192,192,2120227,9942,9209,733,1764,2018,1705,1942,1780,688,45,209.0,,5920.0,315.0,2362,1136,4470,3962,,1255.0,3244.0,2436.0,1151.0,345.0,347886597,308364596,39522001,53987687,65599404,60990300,62862048,64925157,37772843,1749158,17932607.0,,122852186.0,7122212.0,112385645,87593947,162024357,116797410,,34459907.0,89680976.0,93970150.0,48170616.0,12540117.0,7.0,1507119,713983,793137,209431,208628,305578,301492,221389,260603,196894,314849,266702,279893,301827,146954,225183,233379,228695,228240,229467,191502,170653,45438.0,128.0,1.0,18.0,,,,,,,,119592,976492,569639,721397,1167953,498185,0
193,193,2120226,8020,5111,2909,953,1034,1146,936,1042,1227,1682,2011.0,,,28.0,1239,4742,4810,2788,5.0,2057.0,2614.0,1778.0,857.0,290.0,336805396,214942781,121862615,44107682,40311804,45208613,42069615,43245067,53862060,68000555,94983302.0,,,1647423.0,44284957,195889714,211871282,105775014,171657.0,80342317.0,115174998.0,77154779.0,34797007.0,10005536.0,7.0,733676,342744,390932,90437,117585,162145,121954,99798,141758,178973,145302,88169,90319,134070,96844,103583,102903,103440,102905,103168,108279,109399,2408.0,53.0,1.0,3.0,,,,,,,,39857,675883,288754,339783,591585,235214,4
194,194,2120225,139041,76198,62843,11043,11858,15242,15313,22742,37941,24902,37079.0,804.0,3639.0,2196.0,22137,73186,85878,47839,2255.0,45788.0,50932.0,19257.0,11076.0,4398.0,6377456059,3699074666,2678381393,541860763,591663261,764943820,721413293,1079193529,1628658114,1049723279,1662672136.0,17546407.0,86773427.0,84082868.0,1084051005,3442330216,3940382224,1988288779,88111211.0,1930103734.0,2047489972.0,1112083098.0,526948313.0,223934670.0,72.0,2448850,1209968,1238881,355496,467473,475109,455006,322499,373266,467716,435324,320822,354803,540016,330170,340933,344096,349266,345542,361188,375137,332689,5750.0,175.0,4.0,11.0,,,,,,,,118276,1590593,887770,1082569,1776421,761992,2
